1.00159	0.0015587262863838475	-0.00021391230091809193
1.002	0.001957248102445207	-0.0002686190384305938
1.003	0.002923825240927978	-0.0004011593888110769
1.004	0.003882677798134007	-0.000532466206085077
1.005	0.004826441167230688	-0.0006625624582186201
1.006	0.005777364425800068	-0.000791463480735475
1.007	0.0067132884308189434	-0.0009191786336805153
1.008	0.00764166601157301	-0.0010457165294435388
1.01	0.00947597661071028	-0.0012952927707817156
1.012	0.011280676895173798	-0.0015402590843517387
1.014	0.013056214140102093	-0.0017806862532326725
1.016	0.014802996668583326	-0.00201664657602193
1.02	0.018211936838276863	-0.002475451783440126
1.03	0.02625893006569112	-0.0035490956011408215
1.035	0.03003876534757018	-0.004048485289197986
1.04	0.033663770337658466	-0.0045241630534023835
1.045	0.03713926708293915	-0.004977019691092026
1.05	0.040470307773273206	-0.0054079171521232115
1.06	0.04671909205486122	-0.006207140962704121
1.07	0.05244819241784898	-0.0069281638412338024
1.08	0.05769291474694933	-0.007576865109780736
1.09	0.06248655706225511	-0.008158689994327688
1.1	0.06685976350770839	-0.008678675946260027
1.12	0.07445608463611438	-0.00955142618462211
1.14	0.08068356981730414	-0.010228416881626774
1.15	0.08334884932120058	-0.010502612384416635
1.18	0.0897444713742753	-0.011105723459023255
1.2	0.09271646087724306	-0.01135208008216766
1.22	0.0952166933044203	-0.011495837964255504
1.25	0.09750920000139161	-0.011553462287151128
1.3	0.09868694198484766	-0.01133397743417062
1.35	0.09767445725883016	-0.010851562393977256
1.4	0.09502938405178589	-0.010215232618888485
1.5	0.08715243806770125	-0.008754427314921634
1.6	0.07781664225955348	-0.007296900866709844
1.7	0.06840212169425694	-0.005984914139882954
1.8	0.059589491830814696	-0.004863133706951435
1.9	0.0516313811965999	-0.003931325124454623
2.	0.04461256919777349	-0.003170499362585017
2.1	0.03849634116009066	-0.002555661570419317
2.2	0.033215890149705336	-0.002061770929901986
2.3	0.028673007959591785	-0.001666271016493148
2.5	0.02148333103832967	-0.0010968043475112605
2.9	0.012364349114953401	-0.0004945088343591608
3.	0.010834570111423763	-0.0004088957734979684
3.1	0.009517991213473118	-0.00033934418603984677
3.5	0.005811210290138772	-0.0001668165828711781
4.	0.003305636772567007	-0.00007397936586321574
4.5	0.0019801863366725866	-0.00003527898375352275
5.	0.0012401859789159901	-0.000017903641401640182
6.	0.0005425776399155199	-5.370948122977573e-6
8.	0.00014252879106070403	-7.540603281390461e-7
10.	0.000049563980391069	-1.5767881013694042e-7
12.	0.00002071951739186144	-4.297524626399846e-8
14.	9.860868456584182e-6	-1.414566351034698e-8
16.	5.166824398163976e-6	-5.362087488351351e-9
18.	2.9156377191884854e-6	-2.2678387340499253e-9
20.	1.7450952072912698e-6	-1.0467959510113105e-9
30	2.3956372932981794e-7	-5.2251350932536195e-11
40	5.809332730924914e-8	-6.1385758266679914e-12
50	1.9292644177729467e-8	-1.1598796082497456e-12
60	7.824510797700345e-9	-2.9658318409203345e-13
70	3.644314912424919e-9	-9.351686787120255e-14
80	1.878714889269761e-9	-3.438777505516858e-14
90	1.0467344986769126e-9	-1.422316597452072e-14
100	6.200919034375148e-10	-6.455417381888369e-15
